Nome;Partido;Estado;Codigo;CD01O206E008995;CD01O206E008996;CD01O206E008997;CD01O207E008998;CD01O207E008999;CD01O207E009000;CD01O207E009001;CD01O207E009002;CD01O208E009003;CD01O208E009004;CD01O208E009005;CD01O210E009006;CD01O210E009007;CD01O210E009008;CD01O210E009009;CD01O210E009010;CD01O210E009011;CD01O215O009012;CD01O216E009013;CD01O216E009014;CD01O216E009015;CD01O216E009016;CD01O218E009018;CD01O218E009019;CD01O218E009021;CD01O218E009022;CD01O218E009023;CD01O218E009024;CD01O218E009025;Lado;tsne-1d-one;tsne-2d-two
ANDRÉ FIGUEIREDO;PDT;Ceará;89;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;MINORIA;-23.569754;-19.906548
CÉLIO STUDART;PV;Ceará;90;Sim;Não;Obstrução;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;MINORIA;-25.77073;-11.980689
DENIS BEZERRA;PSB;Ceará;91;Sim;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-21.175276;-22.2962
DR. JAZIEL;PL;Ceará;92;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;7.296032;13.299461
EDUARDO BISMARCK;PDT;Ceará;93;Não;Sim;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;MINORIA;-11.599371;-9.507478
HEITOR FREIRE;PSL;Ceará;94;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não Votou;Sim;Não Votou;Sim;Não;Sim;GOVERNO;18.195024;4.9324794
IDILVAN ALENCAR;PDT;Ceará;95;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não Votou;Não;MINORIA;-23.462324;-19.716772
LEÔNIDAS CRISTINO;PDT;Ceará;96;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;MINORIA;-23.6995;-18.817305
DOMINGOS NETO;PSD;Ceará;97;Não Votou;Sim;Obstrução;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;GOVERNO;11.670374;-2.2509944
LUIZIANNE LINS;PT;Ceará;98;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;OPOSIÇÃO;-20.764576;-17.705631
GENECIAS NORONHA;Solidariedade;Ceará;99;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-0.39197695;-4.1009893
JÚNIOR MANO;PL;Ceará;100;Não;Sim;Obstrução;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;14.663974;18.636602
JOSÉ AIRTON CIRILO;PT;Ceará;101;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;OPOSIÇÃO;-22.224943;-16.37323
JOSÉ GUIMARÃES;PT;Ceará;103;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não;Não Votou;Sim;Sim;Não Votou;Não;Não;Sim;Não;OPOSIÇÃO;-3.8962972;-6.4288063
PEDRO AUGUSTO BEZERRA;PTB;Ceará;104;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;-1.0900537;7.8998246
ROBÉRIO MONTEIRO;PDT;Ceará;105;Obstrução;Obstrução;Sim;Abstenção;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;MINORIA;-23.890974;-18.12057
MOSES RODRIGUES;MDB;Ceará;106;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;GOVERNO;5.8850594;-4.2509155
ROBERTO PESSOA;PSDB;Ceará;107;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Sim;GOVERNO;0.6348179;15.478926
VAIDON OLIVEIRA;PROS;Ceará;108;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Não;Sim;MINORIA;9.330866;12.292664
ÁTILA LIRA;PSB;Piauí;109;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;OPOSIÇÃO;8.464462;16.203598
FLÁVIO NOGUEIRA;PDT;Piauí;110;Não Votou;Sim;Sim;Não;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não;Sim;Não;MINORIA;-14.930994;-10.576302
ASSIS CARVALHO;PT;Piauí;111;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-20.716217;-18.402658
IRACEMA PORTELLA;PP;Piauí;113;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;GOVERNO;6.754643;-1.2782298
JÚLIO CESAR;PSD;Piauí;114;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Não;Sim;GOVERNO;-8.2059355;3.3966308
MARCOS AURÉLIO SAMPAIO;MDB;Piauí;115;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;7.0756793;10.325504
REJANE DIAS;PT;Piauí;116;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-3.536762;-5.4327245
MARGARETE COELHO;PP;Piauí;117;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;GOVERNO;15.271234;16.788094
MARINA SANTOS;Solidariedade;Piauí;118;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;9.158877;16.544615
FÁBIO FARIA;PSD;Rio Grande do Norte;119;Não Votou;Art.;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;GOVERNO;6.919879;1.5077498
BENES LEOCÁDIO;PRB;Rio Grande do Norte;120;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;9.338836;18.858093
BETO ROSADO;PP;Rio Grande do Norte;121;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;6.0442705;0.26772776
GENERAL GIRÃO;PSL;Rio Grande do Norte;122;Não Votou;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-2.1056397;-4.42552
RAFAEL MOTTA;PSB;Rio Grande do Norte;123;Sim;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não;Obstrução;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;OPOSIÇÃO;-20.334333;-23.878616
JOÃO MAIA;PL;Rio Grande do Norte;124;Não;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não Votou;Não;Sim;Sim;Não Votou;Não;Sim;MINORIA;7.3379464;9.916902
WALTER ALVES;MDB;Rio Grande do Norte;125;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;12.03503;15.399703
NATÁLIA BONAVIDES;PT;Rio Grande do Norte;126;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-20.585592;-20.749907
DAMIÃO FELICIANO;PDT;Paraíba;127;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;MINORIA;-23.803305;-18.900103
EFRAIM FILHO;DEM;Paraíba;128;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Não Votou;GOVERNO;3.5986607;8.910187
AGUINALDO RIBEIRO;PP;Paraíba;129;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;14.835061;18.19192
EDNA HENRIQUE;PSDB;Paraíba;130;Não;Não Votou;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;11.260111;5.7364345
FREI ANASTACIO RIBEIRO;PT;Paraíba;131;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-18.857225;-21.403585
HUGO MOTTA;PRB;Paraíba;132;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;GOVERNO;-19.902859;-10.976864
GERVÁSIO MAIA;PSB;Paraíba;133;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-18.18846;-21.8367
JULIAN LEMOS;PSL;Paraíba;134;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;22.48506;4.6208973
PEDRO CUNHA LIMA;PSDB;Paraíba;135;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;GOVERNO;17.10671;4.943629
WELLINGTON ROBERTO;PL;Paraíba;136;Não Votou;Não Votou;Obstrução;Não;Não Votou;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;MINORIA;11.183041;-0.8956712
RUY CARNEIRO;PSDB;Paraíba;137;Não;Não Votou;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;GOVERNO;9.685777;21.08234
WILSON SANTIAGO;PTB;Paraíba;138;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;7.8060355;11.170321
ANDRÉ FERREIRA;PSC;Pernambuco;139;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;3.6111212;-4.6951075
ANDRÉ DE PAULA;PSD;Pernambuco;140;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;14.787629;16.154526
AUGUSTO COUTINHO;Solidariedade;Pernambuco;141;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;MINORIA;10.799278;-0.24113323
CARLOS VERAS;PT;Pernambuco;142;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;OPOSIÇÃO;-19.972054;-19.068033
GONZAGA PATRIOTA;PSB;Pernambuco;143;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não Votou;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Não;Não Votou;OPOSIÇÃO;-17.469614;-22.431515
DANIEL COELHO;CIDADANIA;Pernambuco;144;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;MINORIA;13.835644;1.6067607
FELIPE CARRERAS;PSB;Pernambuco;145;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;OPOSIÇÃO;-17.288286;-9.915894
FERNANDO MONTEIRO;PP;Pernambuco;146;Não;Sim;Não Votou;Não;Não;Não Votou;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;GOVERNO;-21.027813;-10.4089155
FERNANDO RODOLFO;PL;Pernambuco;147;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;5.003183;2.767832
DANILO CABRAL;PSB;Pernambuco;148;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-3.5368648;-5.4328494
JOÃO H. CAMPOS;PSB;Pernambuco;149;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Não;Obstrução;Não;Não;Não;Não;Não Votou;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-19.28922;-22.19724
LUCIANO BIVAR;PSL;Pernambuco;150;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;2.4812071;-4.933634
MARÍLIA ARRAES;PT;Pernambuco;151;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Não;OPOSIÇÃO;-22.749199;-22.956676
OSSESIO SILVA;PRB;Pernambuco;152;Não;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;4.8596497;13.012402
RAUL HENRY;MDB;Pernambuco;153;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não;Sim;GOVERNO;1.7070208;16.000023
RENILDO CALHEIROS;PCdoB;Pernambuco;154;Obstrução;Obstrução;Sim;Não Votou;Obstrução;Não Votou;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Não;OPOSIÇÃO;-18.679377;-20.128866
PASTOR EURICO;Patriota;Pernambuco;155;Não;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;MINORIA;22.36293;0.86026204
EDUARDO DA FONTE;PP;Pernambuco;156;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Não;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não Votou;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Não;Sim;GOVERNO;3.992262;10.644998
RICARDO TEOBALDO;Podemos;Pernambuco;157;Não;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;MINORIA;3.1708455;15.424475
FERNANDO COELHO FILHO;DEM;Pernambuco;158;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;7.2141447;13.27238
SEBASTIÃO OLIVEIRA;PL;Pernambuco;159;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;MINORIA;4.777234;10.88139
SILVIO COSTA FILHO;PRB;Pernambuco;160;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;6.2952633;0.7725654
TADEU ALENCAR;PSB;Pernambuco;161;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Obstrução;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Não Votou;Não;OPOSIÇÃO;-21.474438;-21.358433
ARTHUR LIRA;PP;Alagoas;162;Não Votou;Sim;Obstrução;Não Votou;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;6.9141474;0.08903431
TÚLIO GADÊLHA;PDT;Pernambuco;163;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;MINORIA;-23.94942;-19.530312
WOLNEY QUEIROZ;PDT;Pernambuco;164;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;MINORIA;-23.80852;-20.60066
ISNALDO BULHÕES JR.;MDB;Alagoas;165;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;GOVERNO;4.953854;5.13479
NIVALDO ALBUQUERQUE;PTB;Alagoas;166;Não;Sim;Obstrução;Não Votou;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não;Sim;GOVERNO;12.099449;13.804141
JHC;PSB;Alagoas;167;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Não Votou;Sim;Não Votou;OPOSIÇÃO;-24.056252;-12.863756
SERGIO TOLEDO;PL;Alagoas;168;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;6.2036033;18.019169
MARX BELTRÃO;PSD;Alagoas;169;Não;Não Votou;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;GOVERNO;-0.29907933;-3.830073
PAULÃO;PT;Alagoas;170;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-21.445646;-19.716646
